time,chw_total,hw_total,hw_kl,chw_kl,hw_cob,chw_cob,hw_SE1,chw_SE1,hw_SE2,chw_SE2,hw_SSB,hw_SSM,chw_SSM,hw_SAAC,chw_SAAC,
1514557800.0,171.3230091631,201.419626236,21.8,42.4,9.3,14.7,147.5,82.4,0,9.00225,13.76,NULL,NULL,NULL,NULL,
1514556900.0,124.903836444,199.9799160957,-0.1,0,51.6,14.8,136.8,84.6,0,12.6031,15.2,NULL,NULL,NULL,NULL,
1514556000.0,134.3336812034,214.1799178123,13.2,7,45.5,15.1,144.8,84.6,0,12.6031,14.56,NULL,NULL,NULL,NULL,
1514555100.0,126.2135038897,149.2796821594,-0.1,0,0,14.9,127.7,85.7,0,10.8027,14.88,NULL,NULL,NULL,NULL,
1514554200.0,212.2102119438,235.3396426216,11.9,36.4,2.1,14.9,149.2,86.5,0,9.90247,12.96,0.1,0.1,7.1,9,
1514553300.0,212.2007125355,271.5997766033,12.5,31.7,47.3,14.8,132.1,87.6,0,11.7029,12.64,0.1,0.1,21.6,8.5,
1514552400.0,244.84978633,254.9197851196,12.4,52.3,47.2,14.8,124.2,84.3,9.6,12.6031,12.8,0.1,0.1,21.6,9,
1514551500.0,192.0645444468,228.8598333374,26.2,8.6,0,14.8,139.8,83.5,0,15.3038,13.12,0.1,0.1,9.4,9,
1514550600.0,178.7578234188,230.1996632591,23.3,13,0,14.8,129.4,81.6,13.2,0,12.8,0.1,0.1,4.8,9,
1514549700.0,239.7695732974,295.2996760383,15.8,45.3,45.7,14.8,159.3,84.1,8.4,10.8027,12.64,0.1,10.5,21.6,9,
1514548800.0,183.7903112881,274.3396014944,14.9,0,47.1,14.6,129.4,85.2,12.9,9.90247,12.8,0.1,8.8,5.6,9,
1514547900.0,194.3232257888,214.6597286239,15.4,20.9,0,14.8,119.2,84.1,0,9.90247,13.44,0.1,0.1,21.6,9,
1514547000.0,231.710658405,232.4197903648,-0.1,50.1,11,14.8,162.3,84.6,12.6,11.7029,12.8,0.1,0.1,4,9,
1514546100.0,179.9876727052,303.4597302452,-0.1,0,45.9,14.9,199.7,86.3,0,0,12.96,0.1,12.1,9.4,9,
1514545200.0,193.0516327114,309.5196839347,29.7,9.7,4,14.8,182.4,86.3,12.9,15.3038,12.8,0.1,0.1,21.6,9,
1514544300.0,234.7396076657,248.4197925106,6.9,54.5,0,14.8,181.3,85.2,0,11.7029,13.28,0.1,0.1,20.8,9,
1514543400.0,197.5839912444,270.0599310175,31.5,0,44.3,14.9,140.1,83.5,11.1,13.5034,12.16,0.1,12.2,6.3,9,
1514542500.0,191.8603514172,252.4996710792,13.3,9.3,47.1,14.9,125.5,89,0,10.8027,13.12,0.1,0.1,7.1,9,
1514541600.0,233.2007622235,196.7798133865,0,51.6,8.6,14.9,127.7,85.7,0,12.6031,13.28,0.1,0.1,20.8,9,
1514540700.0,188.0400564633,178.8197575584,0,0,0,14.9,130.5,86,0,9.90247,13.6,0.1,12.1,4,9,
1514539800.0,204.9700243436,236.7396794334,13.4,6.7,45.7,15.1,113.5,84.9,0,9.00225,12.96,0.1,12.1,4,8.5,
1514538900.0,211.8098168336,201.4798819572,-0.1,37,45.6,14.8,118.4,84.6,0,12.6031,13.44,0.1,0.1,5.6,9,
1514538000.0,188.0705259331,151.6398427039,-0.1,9.9,7.3,14.9,103,86.3,0,11.7029,13.76,0.1,0.1,7.9,8.5,
1514537100.0,204.8031624332,221.8797508255,0,8,48,14.8,108.5,86.3,0,9.90247,13.6,0.1,12.4,11.7,8.5,
1514536200.0,226.8590224739,208.099996902,5.9,45.6,46.8,14.8,106.6,89.6,0,0,13.44,0.1,0.1,17.8,9,
1514535300.0,195.7301118784,232.759761788,24.2,11,0,14.8,116.5,89,13.2,13.5034,13.44,0.1,0.1,17,9,
1514534400.0,177.1702462249,233.3398438469,12,0,45.2,14.8,114,86.5,0,9.90247,13.44,0.1,0.1,21.6,9,
1514533500.0,177.3407612504,227.7797142044,11.5,0,47.8,14.8,119.2,87.9,0,9.90247,13.28,0.1,0.1,4,9,
1514532600.0,154.2677708156,186.5000000969,23.5,0,4.1,14.8,111,76.7,0,0,13.44,0.1,0.1,4,9,
1514531700.0,200.2201666795,186.8196924701,12.5,0,0,14.9,111,83.8,0,13.5034,13.44,0.1,12.2,20.1,9.5,
1514530800.0,188.9391607232,244.679683879,22.8,0,45,14.9,112.9,84.9,8.4,9.90247,13.28,0.1,0.1,4,9,
1514529900.0,172.5201626308,212.1196619049,0,0,44.8,14.7,111.8,86.3,0,9.90247,13.44,0.1,0.1,6.3,9,
1514529000.0,201.0206637867,165.2000013366,-0.1,9.2,0,14.9,108.8,90.4,8.1,12.6031,13.6,0.1,12.4,14,9,
1514528100.0,189.941801358,224.3998681083,18.2,0,46.1,14.9,101.9,93.1,11.7,16.204,13.28,0.1,0.1,4,9,
1514527200.0,194.740735013,199.1196926162,11.5,0,28.3,14.8,106.9,91.8,0,12.6031,13.44,0.1,0.1,12.4,9,
1514526300.0,239.4611993767,205.6797115356,12.8,39.8,-0.1,14.9,118.7,92.3,11.1,13.5034,12.8,0.1,12.4,12.4,9,
1514525400.0,194.81133819,206.0999992862,14.4,0,48.2,14.9,107.1,91.8,0,14.4036,13.6,0.1,0.1,6.3,9,
1514524500.0,183.6647194698,256.4597993866,12.4,0,49,14.8,116.8,89.8,0,15.3038,13.44,0.1,0.1,20.1,9,
1514523600.0,235.1503989436,192.1797543541,12.8,45.5,0,14.9,131.3,88.7,0,10.8027,13.76,0.1,12.2,4,8.5,
1514522700.0,175.5743432734,183.7199202552,15.4,0,-0.1,14.9,108.5,90.9,0,9.90247,13.6,0.1,0.1,20.8,9,
1514521800.0,192.0641470999,231.1798138171,14.8,0,48.9,14.8,101.4,92.9,24.3,14.4036,13.6,0.1,4.7,8.6,8.5,
1514520900.0,251.3545401171,209.339711003,0,48.4,46.8,14.9,113.5,96.2,0,14.4036,13.92,0.1,12.4,4,9,
1514520000.0,206.1932100356,183.2000008598,23.8,18.1,2,14.8,118.4,98.6,0,9.90247,14.08,0.1,0.1,6.3,9,
1514519100.0,203.3640982211,238.9596642032,9.8,0,47,14.8,106.6,100.3,9.9,13.5034,13.44,0.1,12.3,21.6,9.5,
1514518200.0,203.3740425184,271.0999914184,10.3,0,42.1,14.8,111.8,100,44.4,13.5034,10.4,0.1,11.4,16.3,9,
1514517300.0,204.7534689009,181.159794189,19.5,8.9,0,14.8,110.7,99.7,0,10.8027,10.24,0.1,0.1,11.7,9,
1514516400.0,237.530505728,226.0596028343,7.3,37.1,42.2,14.8,111,95.9,0,10.8027,9.92,0.1,12.1,4,8.5,
1514515500.0,189.0858120271,190.8797513992,0,0,33.7,14.7,100.5,96.2,0,14.4036,10.24,0.1,0.1,16.3,9,
1514514600.0,247.3451111398,179.2797843963,15.4,45.7,0,15,101.9,102.5,0,22.5056,10.24,0.1,0.1,17.8,9,
1514513700.0,259.1311280467,188.7999994308,0,44.9,39.3,14.9,102.5,107.1,0,12.6031,10.56,0.1,12.3,18.5,9,
1514512800.0,247.4137291318,199.3596003577,5.4,47.8,42.1,14.9,93.4,110.7,0,10.8027,9.12,0.1,0.1,9.4,9,
1514511900.0,249.4628523663,160.3797537237,9.9,46.2,7,14.9,81.3,120.3,0.6,9.90247,9.12,0.1,0.1,12.4,9,
1514511000.0,264.9042755663,171.0999990031,8.3,42.7,42.1,14.3,86.5,123.3,0,17.1043,8.96,0.1,0.1,10.1,8.5,
1514510100.0,254.6093669557,195.4398061782,5.4,40.8,41.1,13.5,81,127.7,9.9,13.5034,8.96,0.1,11.4,20.8,8.5,
1514509200.0,239.4196948074,127.4520768505,4.8,38.5,0,13,77.5,126.6,0,10.8027,10.08,0.1,0.1,12.4,8.5,
1514508300.0,236.0026981458,147.8996401355,-0.1,37,0,12.6,76.9,126.4,9.9,10.8027,9.44,0.1,0.1,20.8,8,
1514507400.0,252.8212731369,153.50000377,0,41.8,34.2,11.9,81.3,123.3,0,17.1043,2.24,0.1,9.6,14,8.5,
1514506500.0,229.8040490225,128.7999973819,-0.1,38.5,0,11.5,78,111.3,10.5,16.204,NULL,0.1,0.1,16.3,8,
1514505600.0,241.0217245109,128.2010476186,-0.1,35.9,0,10.9,82.1,103.3,0,18.9047,NULL,0.1,9,20.8,8.5,
1514504700.0,208.704218567,164.0999970958,6.5,30.5,37.3,10.2,80.5,93.1,10.2,15.3038,NULL,0.1,8.4,5.6,8,
1514503800.0,208.8208220489,154.3999992386,6.2,32.1,0,9.7,78.3,86.3,9.6,15.3038,NULL,0.1,7.9,14.7,8,
1514502900.0,203.4208217598,134.4000014812,8.6,30.1,0,8.8,84.3,86,10.5,15.3038,NULL,0.1,7.2,7.1,7.5,
1514502000.0,208.4210423939,296.3000036255,-0.1,34.8,36.9,8.5,86.3,80.2,0,16.204,NULL,0.1,7,126.1,8,
1514501100.0,187.1038181111,273.8999985233,-0.1,30.1,0,8.4,96.4,70.1,14.4,15.3038,NULL,0.1,6.7,131.5,8,
1514500200.0,180.8214974888,275.3000036255,-0.1,28.9,0,8.3,100.3,68.4,0,18.0045,NULL,0.1,6.8,131.5,7.5,
1514499300.0,199.8042680547,298.5999980941,-0.1,34.5,34.8,8.5,91.8,76.7,13.8,17.1043,NULL,0.1,6.8,127.6,8,
1514498400.0,163.720146466,244.1000028625,-0.1,28.7,0,6.7,65.7,56.6,0,12.6031,NULL,0.1,4.9,142.1,7.5,
1514497500.0,221.6033703387,278.0999892727,0,32.7,38.6,9.4,66.5,78.6,14.4,13.5034,NULL,0.1,7.7,128.4,7.5,
1514496600.0,150.5393731557,253.9999982864,-0.1,23.1,-0.1,6.6,84.6,55.2,0,13.5034,NULL,0.1,0.1,136,7,
1514495700.0,251.7404921986,322.3000007644,23,43.1,45.2,14.9,93.1,95.6,0,18.0045,NULL,0.1,0.1,126.9,9,
1514494800.0,238.402695328,318.2999955192,11.9,43,36.7,14.7,98.6,95.6,0,10.8027,NULL,0.1,12.3,132.2,9,
1514493900.0,244.2035942599,285.5999942794,11.2,51.1,0,14.7,105.2,92.9,0,14.4036,NULL,0.1,11.7,130.7,9,
1514493000.0,220.1029182971,341.8000026718,10.6,42.7,49.8,14.9,104.7,83.2,0,11.7029,NULL,0.1,0.1,142.1,9,
1514492100.0,216.8040490448,329.2999945655,-0.1,43,49.2,14.7,107.7,80.8,0,16.204,NULL,0.1,0.1,132.2,9,
1514491200.0,211.9040472135,269.2000013366,0,53.4,0,14.9,98.1,75,0,16.204,NULL,0.1,0.1,136.8,8,
1514490300.0,209.8202471004,346.1000057235,15.3,42.7,42.5,14.7,101.4,69.5,0,9.00225,NULL,0.1,12.4,136.8,9,
1514489400.0,187.416998107,336.2999979034,0,43,49.7,14.9,112.9,66.5,10.8,0,NULL,0.1,0.1,129.2,8.5,
1514488500.0,214.5203692429,338.1000057235,8.2,53.6,30.5,14.7,119.8,64,0,13.5034,NULL,0.1,12.3,136.8,9,
1514487600.0,198.6194712408,322.6999994293,12.3,42.4,0,14.8,126.9,58.8,14.1,9.90247,NULL,0.1,12.2,134.5,9.5,
1514486700.0,180.6169953831,359.0016398445,11.7,41.8,49.8,14.8,124.2,59.1,0,0,NULL,0.1,12.4,141.4,9,
1514485800.0,207.6203698628,389.8000041023,23,52.6,47.6,14.9,129.1,57.7,14.1,13.5034,NULL,0.1,12.2,126.9,9,
1514484900.0,191.2201471813,302.0000005737,11.3,49.9,0,14.9,126.4,55.5,0,12.6031,NULL,0.1,0.1,126.1,9,
1514484000.0,186.2196979038,363.5999923721,8.8,50.4,21.9,14.9,126.6,55.7,14.4,10.8027,NULL,0.1,0.1,143.7,8.5,
1514483100.0,191.3386980034,372.6000019088,15.5,55.5,50.1,14.8,133.5,54.4,0,10.8027,NULL,0.1,0.1,138.3,9,
1514482200.0,179.4409230719,384.299987413,14.7,41.2,49,14.8,129.9,54.9,14.4,11.7029,NULL,0.1,0.1,129.2,9,
1514481300.0,183.0201483853,300.4999995008,0,40.9,0,14.8,122.8,55.5,0,12.6031,NULL,0.1,0.1,143.7,9,
1514480400.0,187.5386949964,329.1999940649,12.6,53.8,0,14.9,139,53,0,10.8027,NULL,0.1,0.1,128.4,9,
1514479500.0,160.6169975065,428.099998571,34.5,41.3,47.4,14.8,153,53,0,0,NULL,0.1,0.1,145.2,9,
1514478600.0,198.9208233096,341.3000007644,0,51.4,29.1,14.9,152.7,52.4,0,15.3038,NULL,0.1,12.5,123.8,9,
1514477700.0,211.0169918053,352.3000031486,9.7,43.4,3.1,14.9,143.1,53.3,0,0,NULL,0.1,0,133.7,31,
1514476800.0,120.2026977614,196.500005722,-0.1,41.8,50.8,14.9,137.6,52.2,0,10.8027,NULL,NULL,NULL,NULL,NULL,
1514475900.0,129.3018003395,207.1000041962,13,53.7,49.7,14.8,136.3,53.3,0,0,NULL,NULL,NULL,NULL,NULL,
1514475000.0,124.0033715293,239.2999949455,10.3,41.1,50.2,15,170.9,50.5,0,13.5034,NULL,NULL,NULL,NULL,NULL,
1514474100.0,140.3026983291,212.2000026703,0,49.9,50.8,14.9,153.3,51.3,0,10.8027,NULL,NULL,NULL,NULL,NULL,
1514473200.0,135.303822808,158.700006485,10.6,51.2,0,14.9,140.6,50,0,15.3038,NULL,NULL,NULL,NULL,NULL,
1514472300.0,139.4400448985,174.4000030532,24.5,0,-0.1,14.8,108.8,51.1,0,16.204,NULL,0.1,8.5,6.3,9,
1514471400.0,157.5826153494,229.4599909559,25.1,7.1,48.3,14.8,85.7,53.8,0,18.9047,12,0.1,0.1,21.6,9,
1514470500.0,148.0907646902,245.179581739,-0.1,11,47.9,14.8,113.2,50,13.2,11.7029,12.16,0.1,0.1,4,9,
1514469600.0,141.2909885161,210.5999995247,37.9,0,-0.1,14.7,123.1,51.6,0,12.6031,12.16,0.1,0.1,13.2,9,
1514468700.0,142.9742671922,294.9797845855,28.3,0,21.4,14.9,167.3,55.7,12.6,14.4036,11.84,0.1,0.1,8.6,9,
1514467800.0,139.1910438426,293.9596701637,0,0,46.4,14.8,169.8,52.7,0,13.5034,10.56,0.1,0.1,14.7,9,
1514466900.0,153.8406250738,280.3396421447,-0.1,-0.1,45.6,14.9,152.5,61.8,13.5,10.8027,9.44,0.1,0.1,18.5,8.5,
1514466000.0,148.2706978209,233.7397718206,32.6,10.3,1.9,14.8,121.7,52.2,0,11.7029,9.12,0.1,0.1,18.5,9,
1514465100.0,140.231231045,249.6597962156,24.6,0,8.1,14.9,123.9,50.8,12.9,14.4036,12.48,0.1,0.1,21.6,9,
1514464200.0,151.4313520305,284.3596740738,23.7,0,48.4,14.8,139.6,51.1,0,13.5034,12.64,0.1,0.1,20.8,9,
1514463300.0,190.5292655192,289.3997317329,20.8,46.2,45.6,15,142,50,13.2,10.8027,12.64,0.1,12,9.4,9,
1514462400.0,151.6945592239,226.0195981041,13.5,8.2,0,14.8,130.8,48.1,0,15.3038,11.84,0.1,0.1,14.7,9,
1514461500.0,142.6011635773,264.4398742691,23.5,0,44.8,14.7,126.4,50,13.5,13.5034,11.2,0.1,0.1,18.5,9,
1514460600.0,196.6114847148,281.4796525016,0,51.8,46.5,14.8,169.5,48.1,0,12.6031,11.68,0.1,0.1,4,9,
1514459700.0,144.7705233805,237.5998340622,8.3,0,41.8,14.9,120.6,58.5,6.3,11.7029,12.16,0.1,0.1,4,9,
1514458800.0,152.4422019757,201.679751493,24.9,0,0,14.9,115.9,51.9,0,17.1043,10.56,0.1,0.1,17.8,9,
1514457900.0,192.6608005054,245.359661676,19.8,49,44.1,14.6,117.6,51.6,0,12.6031,9.92,0.1,0.1,4,9,
1514457000.0,153.9002672173,281.6398373619,19.9,0,45.8,14.8,144.2,49.7,0,13.5034,11.84,0.1,0.1,18.5,9,
1514456100.0,141.4613702036,248.199607946,13.5,0,46.7,14.8,125.5,50,0,13.5034,12.16,0.1,0.1,4,8,
1514455200.0,198.7119589113,191.200003244,0,50.8,0,14.8,150.8,49.4,0,16.204,12.64,0.1,0.1,4.8,9,
1514454300.0,152.1316838004,253.239674665,24.4,6.9,14.8,14.9,135.2,49.2,0,16.204,11.68,0.1,0.1,17.8,9,
1514453400.0,149.390141461,277.8595996872,31,7.8,45.8,14.8,131,50.8,0,9.90247,11.84,0.1,0.1,19.3,9,
1514452500.0,198.9411296584,240.3998988196,22.3,51.4,38.4,14.8,113.7,51.3,0,13.5034,12,0.1,0.1,20.8,9,
1514451600.0,155.2290373035,227.739777185,25.3,11.4,7.9,14.8,108.8,51.1,5.7,9.90247,12.16,0.1,0.1,20.8,8.5,
1514450700.0,150.1905918829,264.1196537986,20.6,9.2,46.9,14.9,129.4,53,0,11.7029,10.72,0.1,0.1,20.8,9,
1514449800.0,151.5610261224,279.4596630111,-0.1,9.5,36.3,14.7,150.5,50,11.7,13.5034,10.08,0.1,0.1,20.8,8.5,
1514448900.0,141.4009429179,225.0999966636,40.3,0,0,14.9,124.2,49.4,0,16.204,11.52,0.1,0.1,13.2,9,
1514448000.0,143.5315595136,270.8198508993,13.5,0,46.6,14.8,127.5,49.4,13.2,11.7029,11.36,0.1,0.1,14.7,9,
1514447100.0,137.4912663214,237.6195932403,0,0,47.7,14.9,112.6,50.5,0,14.4036,12.32,0.1,0.1,16.3,9,
1514446200.0,153.1013414685,248.4598289505,20.9,0,0,14.9,139.8,50.5,13.8,11.7029,13.28,0.1,9.1,15.5,8.5,
1514445300.0,148.5500041731,196.6999965683,13.2,14.7,0,14.9,116.2,53,0,9.90247,13.44,0.1,0.1,20.8,9,
1514444400.0,151.9519786574,252.579881385,22.2,0,44.9,14.8,116.5,51.9,14.1,17.1043,9.28,0.1,0.1,5.6,9,
1514443500.0,146.8704704754,273.7996017486,23.4,0,46.1,14.9,124.2,53.3,0,10.8027,9.28,0.1,0.1,20.8,9,
1514442600.0,180.6806430556,188.4999929443,8.4,31.2,0,14.9,115.7,54.6,13.8,11.7029,12,0.1,0.1,9.4,9,
1514441700.0,150.2407870479,174.7596994415,0,9.3,0,14.9,108.5,53.3,0,17.1043,13.28,0.1,0.1,4,9,
1514440800.0,161.01423233,275.3596249595,22.8,11.4,46.6,14.6,124.7,53,13.8,14.4036,13.12,0.1,0.1,11.7,9,
1514439900.0,198.3307313658,282.7596603408,21.6,47.4,44.6,15,123.6,50.8,13.2,11.7029,11.68,0.1,8.1,20.8,9,
1514439000.0,147.4515266158,243.0199526325,32.7,0,10.5,14.6,112.4,50.5,14.1,15.3038,9.92,0.1,0.1,19.3,8.5,
1514438100.0,156.3456542916,180.2798491493,-0.1,0,-0.1,14.7,102.5,52.4,0,18.0045,10.24,0.1,0.1,20.8,9,
1514437200.0,192.432184387,247.5795814544,0,43,48.1,14.8,109.1,50.3,13.5,18.9047,12.32,0.1,0.1,20.8,9,
1514436300.0,139.9316294454,239.0000028387,27,0,47,14.9,105.8,50,0,15.3038,12.8,0.1,0.1,13.2,9,
1514435400.0,149.4208355434,210.2996705547,23.9,0,2.3,14.8,101.9,51.3,14.4,12.6031,12.96,0.1,0.1,10.9,9,
1514434500.0,201.246445328,250.1196976677,16.1,49.3,47.9,14.8,109.3,51.1,0,22.5056,12.8,0.1,0.1,15.5,9,
1514433600.0,163.188442186,254.0198889747,23.5,0,46.9,14.9,115.4,49.2,14.1,21.6054,12.8,0.1,0.1,12.4,9,
1514432700.0,151.1556732064,189.2999345809,12.9,0,7.5,14.8,119.5,51.9,0,18.0045,9.44,0.1,0.1,8.6,9,
1514431800.0,206.5918905251,209.339936547,14.4,49,4.1,14.8,115.1,52.2,14.1,16.204,9.28,0.1,0.1,20.8,9,
1514430900.0,153.5161611221,231.6596051976,-0.1,0,47.4,15,109.3,53.5,0,22.5056,10.72,0.1,0.1,20.8,9,
1514430000.0,166.5239302181,172.1999994293,16.9,0,0,14.8,95.3,53,14.4,24.3061,8.16,0.1,0.1,4,9,
1514429100.0,167.8036877178,214.4796153083,29.6,11.4,40.1,14.8,68.7,50.8,0,24.3061,8,0.1,0.1,20.1,9,
1514428200.0,170.3647414707,195.5999966636,20.6,9.9,0,14.7,109.1,51.1,14.1,27.0067,8.16,0.1,0.1,14.7,9,
1514427300.0,179.6446729191,234.2996774688,19.7,12.5,42.4,14.9,100.3,51.3,0,27.0067,7.84,0.1,0.1,20.8,9,
1514426400.0,170.0685706167,170.9999958053,21,9.3,-0.1,14.8,93.1,51.3,14.4,27.0067,7.84,0.1,0.1,4,9.5,
1514425500.0,161.9239859097,221.8797131553,12.4,0,42.6,14.7,97,51.9,12.3,25.2063,7.84,0.1,8.5,9.4,9,
1514424600.0,161.6368299574,348.1396471038,8.5,0,38.8,14.8,90.1,52.2,14.7,25.2063,10.08,0.1,0.1,137.6,9,
1514423700.0,166.2142598145,313.5000058189,15.2,0,37,14.6,83,52.4,0,26.1065,12.64,0.1,0.1,137.6,9,
1514422800.0,183.2846926786,287.7398039848,0,9.3,22.8,14.9,73.9,49.7,0,27.907,9.6,0.1,0.1,142.9,9,
1514421900.0,125.9153330515,268.1999958083,0,18,16.7,14.8,73.1,-0.6,0,18.0045,10.72,0.1,0.1,145.2,9,
1514421000.0,100.2522020824,298.1196596175,14.3,0,36.9,14.8,69.5,-0.6,0,18.0045,14.24,0.1,0.1,124.6,10,
1514420100.0,118.0935617255,262.9999973327,-0.1,0,37.6,14.9,67,-0.6,0,18.9047,13.44,0.1,0.1,127.6,10.5,
1514419200.0,121.4253058508,240.000002481,0,8.9,0,15,66.2,-0.6,3,18.9047,10.08,0.1,0.1,139.1,10,
1514418300.0,155.9952357337,274.7999955192,7.5,22.5,39.5,14.8,65.9,-0.6,0,18.0045,11.68,0.1,0.1,128.4,9,
1514417400.0,136.8352018893,275.200008586,-0.1,27.9,38.8,14.6,64.3,-0.6,0,18.0045,15.04,0.1,12.1,142.1,9,
1514416500.0,146.9420798756,290.2799082771,0,41.3,38.6,14.7,62.1,-0.6,0,18.0045,12.32,0.1,0.1,143.7,9,
1514415600.0,101.8550467193,246.5000029579,4.5,0,-0.1,15,69.5,-0.6,0,17.1043,12.32,0.1,0.1,138.3,8.5,
1514414700.0,120.4024627028,312.7197519317,4.5,7.4,42.3,14.9,67,-0.6,11.1,17.1043,10.56,0.1,0.1,129.2,9,
1514413800.0,122.0420281403,256.2999983802,20.4,6.9,0,14.9,69,-0.6,0,17.1043,10.88,0.1,0.1,127.6,8.5,
1514412900.0,144.042028714,320.0000020042,8.6,16.1,42.9,14.9,72.5,-0.6,0,17.1043,12.96,0.1,0.1,147.5,8.5,
1514412000.0,127.5819953941,260.4999953285,8.2,0,0,14.8,71.4,-0.6,0,17.1043,13.44,0.1,0.1,144.4,9,
1514411100.0,135.4120109566,309.4999972358,15,12.5,43.2,14.9,80.5,-0.6,0,17.1043,13.12,0.1,0.1,130.7,9,
1514410200.0,114.41223583,322.1596981063,-0.1,0,43.2,14.8,81.6,-0.6,0,18.0045,9.76,0.1,0.1,146,9.5,
1514409300.0,118.9310111217,255.5999971405,-0.1,0,-0.1,14.7,85.2,-0.6,0,17.1043,9.92,0.1,0.1,136,9,
1514408400.0,152.8751138374,334.5999942794,0,47.8,45.8,14.6,86.8,-0.6,12.6,17.1043,6.88,0.1,0.1,142.9,9,
1514407500.0,107.4467774844,271.1999908462,0,0,-0.1,14.9,90.7,-0.6,0,18.0045,7.52,0.1,0.1,142.9,9,
1514406600.0,109.281995248,340.700003244,31.1,0,32.4,14.8,93.4,-0.6,0,17.1043,8.48,0.1,0.1,134.5,9,
1514405700.0,161.7252507284,339.8597274795,11.9,48.6,46.3,14.8,103,-0.6,0,18.0045,9.12,0.1,0.1,130.7,9,
1514404800.0,97.7727188133,289.6999898925,10.4,0,0,15,104.7,-0.6,0,19.8049,9.6,0.1,0.1,128.4,9,
1514403900.0,100.6122361161,365.499639608,10.1,0,45.5,14.8,96.4,-0.6,13.2,18.0045,9.12,0.1,0.1,146,8.5,
1514403000.0,175.3821676336,332.099998571,10,54,46.5,14.8,107.4,18.1,0,17.1043,10.88,0.1,0.1,130.7,9,
1514402100.0,92.6109394543,321.5396705642,10.7,0,0,14.9,115.4,-0.6,13.8,13.5034,12.48,0.1,0.1,128.4,9,
1514401200.0,102.0305054672,347.1000023857,-0.1,0,47.5,14.5,119,-0.6,0,10.8027,12.64,0.1,8.7,135.3,8.5,
1514400300.0,127.8478749283,347.5597249046,15.7,52.1,0,13.9,126.6,-0.6,13.8,0,12.64,0.1,0.1,129.2,8.5,
1514399400.0,109.4210636579,328.0597401634,0,6.9,0,13.4,131.6,-0.6,0,17.1043,12.96,0.1,10.6,138.3,8.5,
1514398500.0,104.3519252799,393.0999909416,11.5,16.5,46.5,13,138.2,-0.6,13.8,16.204,13.28,0.1,0.1,132.2,8.5,
1514397600.0,150.5683670985,339.5999961868,13.3,46.7,25.9,12.2,141.2,-0.6,0,17.1043,13.92,0.1,7.4,121.5,8.5,
1514396700.0,105.9718210213,290.2799092308,10.3,9.9,44.3,11.7,149.2,-0.6,11.4,16.204,13.6,0.1,0.1,20.1,8,
1514395800.0,91.6002634056,238.0796781555,11.5,7.1,0,11.1,151.9,-0.6,0,9.90247,11.52,0.1,0.1,20.8,8,
1514394900.0,125.2934368178,232.5999995247,10.2,37.5,0,10.6,158,-0.6,0,10.8027,11.52,0.1,8.5,11.7,8,
1514394000.0,84.5601279698,281.0798779503,23.4,0,45.3,9.9,141.7,-0.6,0,13.5034,11.36,0.1,0.1,15.5,8,
1514393100.0,90.4899041727,269.3596340194,13,7.7,44.9,9.1,138.5,-0.6,0,12.6031,11.2,0.1,0.1,9.4,8,
1514392200.0,102.4004895948,278.4799388424,8.9,27.7,44.1,8.3,148.9,-0.6,0,10.8027,15.84,0.1,0.1,20.8,8,
1514391300.0,166.4605224393,245.7798248306,10.2,0,39.4,8.4,132.1,91.5,0,10.8027,11.68,0.1,4.2,8.6,8,
1514390400.0,172.6609753631,215.939606525,9.9,0,0,8.5,137.4,96.4,0,12.6031,12,0.1,0.1,3.3,7.5,
1514389500.0,206.9000942446,299.9799428955,20,29.3,39.6,8.4,166.7,105.5,0,13.5034,11.84,0.1,0.1,20.8,7.5,
1514388600.0,208.0411322378,351.2396694198,10.6,25.5,42.3,8.3,215.9,106.3,12,13.5034,11.2,0.1,0.1,10.9,7.5,
1514387700.0,184.460128542,274.8797136322,12.3,0,43.2,8.2,143.4,106,0,13.5034,9.44,0.1,6.6,15.5,7.5,
1514386800.0,187.7408540813,236.6395741478,12.5,12.5,0,8.3,138.2,105.5,12.9,10.8027,9.28,0.1,0.1,4,7.5,
1514385900.0,174.6203875802,256.5998626724,12.5,0,0,8.5,168.9,101.9,0,10.8027,11.2,0.1,0.1,17.8,7.5,
1514385000.0,178.1210606359,252.8796533123,12.1,0,44.4,8.4,115.9,102.5,12.6,13.5034,11.2,0.1,0.1,3.3,7.5,
1514384100.0,196.2515289523,251.7799187675,11.5,8.1,45.9,8.2,125.8,101.6,0,18.9047,11.52,0.1,4.3,12.4,7.5,
1514383200.0,176.8608004786,275.0196562782,21.9,-0.1,35.7,8.2,125,102.2,12.6,16.204,12.16,0.1,0.1,12.4,7.5,
1514382300.0,177.7806432508,259.3996344581,13.2,0,44.5,8.4,129.9,103.6,0,11.7029,12.32,0.1,0.1,6.3,7.5,
1514381400.0,180.0504057668,220.2797447219,11.5,8.1,0,8.4,112.6,103.3,12.9,10.8027,12.8,0.1,0.1,20.8,7.5,
1514380500.0,181.9503992088,224.9996138588,11.2,0,0,8.4,131.6,102.7,0,10.8027,12.8,0.1,6.6,15.5,7.5,
1514379600.0,176.4828978209,292.2998314872,10.6,0,45,8.5,166.7,103.3,9.6,13.5034,11.68,0.1,0.1,4,8,
1514378700.0,178.3113336377,235.4196659103,11.6,0,13.5,8.2,137.1,101.1,0,14.4036,12,0.1,0.1,7.1,8,
